cond_1	cond_2	time	mean_crossval_score	metric
deviant	standard	-0.02666666666666667	0.518825075075075	roc_auc
deviant	standard	-0.025	0.5449297511797513	roc_auc
deviant	standard	-0.023333333333333334	0.519248712998713	roc_auc
deviant	standard	-0.021666666666666667	0.489591377091377	roc_auc
deviant	standard	-0.02	0.5376313813813814	roc_auc
deviant	standard	-0.018333333333333333	0.567795474045474	roc_auc
deviant	standard	-0.016666666666666666	0.5960853710853711	roc_auc
deviant	standard	-0.015	0.5536036036036036	roc_auc
deviant	standard	-0.013333333333333334	0.52260296010296	roc_auc
deviant	standard	-0.011666666666666667	0.5925246675246675	roc_auc
deviant	standard	-0.01	0.6181949806949807	roc_auc
deviant	standard	-0.008333333333333333	0.6015926640926641	roc_auc
deviant	standard	-0.006666666666666667	0.5799469111969111	roc_auc
deviant	standard	-0.005	0.5904949592449593	roc_auc
deviant	standard	-0.0033333333333333335	0.6159159159159158	roc_auc
deviant	standard	-0.0016666666666666668	0.6123712998712998	roc_auc
deviant	standard	0.0	0.5983027670527671	roc_auc
deviant	standard	0.0016666666666666668	0.6157228657228657	roc_auc
deviant	standard	0.0033333333333333335	0.53127145002145	roc_auc
deviant	standard	0.005	0.4727423852423852	roc_auc
deviant	standard	0.006666666666666667	0.47777777777777775	roc_auc
deviant	standard	0.008333333333333333	0.48703078078078077	roc_auc
deviant	standard	0.01	0.4948841698841699	roc_auc
deviant	standard	0.011666666666666667	0.5066334191334192	roc_auc
deviant	standard	0.013333333333333334	0.5011154011154011	roc_auc
deviant	standard	0.015	0.5594916344916345	roc_auc
deviant	standard	0.016666666666666666	0.5786438223938224	roc_auc
deviant	standard	0.018333333333333333	0.5580410767910766	roc_auc
deviant	standard	0.02	0.5952086014586014	roc_auc
deviant	standard	0.021666666666666667	0.5722758472758472	roc_auc
deviant	standard	0.023333333333333334	0.573981123981124	roc_auc
deviant	standard	0.025	0.5364864864864864	roc_auc
deviant	standard	0.02666666666666667	0.4778045903045903	roc_auc
deviant	standard	0.028333333333333332	0.5038583226083225	roc_auc
deviant	standard	0.03	0.47917739167739165	roc_auc
deviant	standard	0.03166666666666667	0.41714661089661087	roc_auc
deviant	standard	0.03333333333333333	0.43215626340626334	roc_auc
deviant	standard	0.035	0.5186910124410125	roc_auc
deviant	standard	0.03666666666666667	0.5822688760188759	roc_auc
deviant	standard	0.03833333333333333	0.5646825396825397	roc_auc
deviant	standard	0.04	0.5508445945945947	roc_auc
deviant	standard	0.041666666666666664	0.5046171171171171	roc_auc
deviant	standard	0.043333333333333335	0.4849608537108536	roc_auc
deviant	standard	0.045	0.5168865293865293	roc_auc
deviant	standard	0.04666666666666667	0.5839446589446589	roc_auc
deviant	standard	0.04833333333333333	0.5893741956241956	roc_auc
deviant	standard	0.05	0.5863738738738739	roc_auc
deviant	standard	0.051666666666666666	0.5852316602316602	roc_auc
deviant	standard	0.05333333333333334	0.6061159373659374	roc_auc
deviant	standard	0.055	0.5895940583440583	roc_auc
deviant	standard	0.056666666666666664	0.5791344916344917	roc_auc
deviant	standard	0.058333333333333334	0.5321562634062633	roc_auc
deviant	standard	0.06	0.5177150364650365	roc_auc
deviant	standard	0.06166666666666667	0.5441414628914629	roc_auc
deviant	standard	0.06333333333333334	0.4452622265122265	roc_auc
deviant	standard	0.065	0.38610038610038605	roc_auc
deviant	standard	0.06666666666666667	0.35823144573144566	roc_auc
deviant	standard	0.06833333333333333	0.3288154225654226	roc_auc
deviant	standard	0.07	0.3766221578721579	roc_auc
deviant	standard	0.07166666666666667	0.4632105319605319	roc_auc
deviant	standard	0.07333333333333333	0.502450664950665	roc_auc
deviant	standard	0.075	0.4800166237666238	roc_auc
deviant	standard	0.07666666666666666	0.47578560703560707	roc_auc
deviant	standard	0.07833333333333334	0.47244476619476616	roc_auc
deviant	standard	0.08	0.42301051051051053	roc_auc
deviant	standard	0.08166666666666667	0.36750589875589873	roc_auc
deviant	standard	0.08333333333333333	0.3793168168168168	roc_auc
deviant	standard	0.085	0.39979890604890606	roc_auc
deviant	standard	0.08666666666666667	0.4097436722436722	roc_auc
deviant	standard	0.08833333333333333	0.43736325611325616	roc_auc
deviant	standard	0.09	0.45478067353067353	roc_auc
deviant	standard	0.09166666666666666	0.4420876233376233	roc_auc
deviant	standard	0.09333333333333334	0.4866983054483054	roc_auc
deviant	standard	0.095	0.5301560489060488	roc_auc
deviant	standard	0.09666666666666666	0.5774801587301586	roc_auc
deviant	standard	0.09833333333333333	0.5879906692406692	roc_auc
deviant	standard	0.1	0.5270672458172457	roc_auc
deviant	standard	0.10166666666666667	0.5100546975546976	roc_auc
deviant	standard	0.10333333333333333	0.45579686829686833	roc_auc
deviant	standard	0.105	0.45305662805662805	roc_auc
deviant	standard	0.10666666666666667	0.4542685542685542	roc_auc
deviant	standard	0.10833333333333334	0.5028984341484342	roc_auc
deviant	standard	0.11	0.5495629558129558	roc_auc
deviant	standard	0.11166666666666666	0.5710692835692835	roc_auc
deviant	standard	0.11333333333333333	0.5099367224367224	roc_auc
deviant	standard	0.115	0.48243243243243245	roc_auc
deviant	standard	0.11666666666666667	0.505475117975118	roc_auc
deviant	standard	0.11833333333333333	0.5157952595452595	roc_auc
deviant	standard	0.12	0.4886556199056199	roc_auc
deviant	standard	0.12166666666666667	0.4629290004290004	roc_auc
deviant	standard	0.12333333333333334	0.455815637065637	roc_auc
deviant	standard	0.125	0.45751018876018873	roc_auc
deviant	standard	0.12666666666666668	0.5093977906477907	roc_auc
deviant	standard	0.12833333333333333	0.5747104247104248	roc_auc
deviant	standard	0.13	0.5794294294294294	roc_auc
deviant	standard	0.13166666666666665	0.5857732732732732	roc_auc
deviant	standard	0.13333333333333333	0.6119557057057057	roc_auc
deviant	standard	0.135	0.6345104032604032	roc_auc
deviant	standard	0.13666666666666666	0.6162028099528098	roc_auc
deviant	standard	0.13833333333333334	0.6568184255684256	roc_auc
deviant	standard	0.14	0.7000616688116688	roc_auc
deviant	standard	0.14166666666666666	0.7089258901758901	roc_auc
deviant	standard	0.14333333333333334	0.6697903260403261	roc_auc
deviant	standard	0.145	0.6389720077220078	roc_auc
deviant	standard	0.14666666666666667	0.6353255040755041	roc_auc
deviant	standard	0.14833333333333334	0.6450075075075075	roc_auc
deviant	standard	0.15	0.6287215787215786	roc_auc
deviant	standard	0.15166666666666667	0.6165889103389104	roc_auc
deviant	standard	0.15333333333333332	0.6041452166452166	roc_auc
deviant	standard	0.155	0.6097463534963535	roc_auc
deviant	standard	0.15666666666666668	0.6306815744315745	roc_auc
deviant	standard	0.15833333333333333	0.6624973187473187	roc_auc
deviant	standard	0.16	0.7269251394251393	roc_auc
deviant	standard	0.16166666666666665	0.7364409051909052	roc_auc
deviant	standard	0.16333333333333333	0.7290191977691978	roc_auc
deviant	standard	0.165	0.7230668168168168	roc_auc
deviant	standard	0.16666666666666666	0.7520028957528957	roc_auc
deviant	standard	0.16833333333333333	0.8104273916773916	roc_auc
deviant	standard	0.17	0.8359261046761046	roc_auc
deviant	standard	0.17166666666666666	0.8320302445302445	roc_auc
deviant	standard	0.17333333333333334	0.8442835692835693	roc_auc
deviant	standard	0.175	0.8162323037323038	roc_auc
deviant	standard	0.17666666666666667	0.7943023380523381	roc_auc
deviant	standard	0.17833333333333334	0.8221149721149722	roc_auc
deviant	standard	0.18	0.8384169884169884	roc_auc
deviant	standard	0.18166666666666667	0.8122211497211499	roc_auc
deviant	standard	0.18333333333333332	0.7993833118833118	roc_auc
deviant	standard	0.185	0.7815824753324754	roc_auc
deviant	standard	0.18666666666666668	0.7908596096096095	roc_auc
deviant	standard	0.18833333333333332	0.7908837408837409	roc_auc
deviant	standard	0.19	0.7967261904761905	roc_auc
deviant	standard	0.19166666666666668	0.822643178893179	roc_auc
deviant	standard	0.19333333333333333	0.8034400471900472	roc_auc
deviant	standard	0.195	0.790355534105534	roc_auc
deviant	standard	0.19666666666666666	0.803257722007722	roc_auc
deviant	standard	0.19833333333333333	0.8785043972543972	roc_auc
deviant	standard	0.2	0.8884411196911197	roc_auc
deviant	standard	0.20166666666666666	0.8298825611325611	roc_auc
deviant	standard	0.20333333333333334	0.8091698841698843	roc_auc
deviant	standard	0.205	0.8306145431145431	roc_auc
deviant	standard	0.20666666666666667	0.8619771557271557	roc_auc
deviant	standard	0.20833333333333334	0.8654225654225653	roc_auc
deviant	standard	0.21	0.8708333333333333	roc_auc
deviant	standard	0.21166666666666667	0.8925997425997426	roc_auc
deviant	standard	0.21333333333333335	0.8777777777777779	roc_auc
deviant	standard	0.215	0.8320892320892321	roc_auc
deviant	standard	0.21666666666666667	0.8083681896181896	roc_auc
deviant	standard	0.21833333333333332	0.8062151437151437	roc_auc
deviant	standard	0.22	0.8118993993993995	roc_auc
deviant	standard	0.22166666666666668	0.8326013513513514	roc_auc
deviant	standard	0.22333333333333333	0.8243484555984557	roc_auc
deviant	standard	0.225	0.8147656585156586	roc_auc
deviant	standard	0.22666666666666666	0.7890712140712142	roc_auc
deviant	standard	0.22833333333333333	0.7951791076791077	roc_auc
deviant	standard	0.23	0.8202380952380952	roc_auc
deviant	standard	0.23166666666666666	0.815259009009009	roc_auc
deviant	standard	0.23333333333333334	0.7522468897468897	roc_auc
deviant	standard	0.235	0.7104166666666667	roc_auc
deviant	standard	0.23666666666666666	0.6864730802230803	roc_auc
deviant	standard	0.23833333333333334	0.6712918275418277	roc_auc
deviant	standard	0.24	0.7080518018018018	roc_auc
deviant	standard	0.24166666666666667	0.7349903474903474	roc_auc
deviant	standard	0.24333333333333335	0.7306949806949806	roc_auc
deviant	standard	0.245	0.715344809094809	roc_auc
deviant	standard	0.24666666666666667	0.701506864006864	roc_auc
deviant	standard	0.24833333333333332	0.711969111969112	roc_auc
deviant	standard	0.25	0.7245790433290433	roc_auc
deviant	standard	0.25166666666666665	0.7291773916773916	roc_auc
deviant	standard	0.25333333333333335	0.7302311239811239	roc_auc
deviant	standard	0.255	0.7158462033462034	roc_auc
deviant	standard	0.25666666666666665	0.7217503217503217	roc_auc
deviant	standard	0.25833333333333336	0.7416586229086228	roc_auc
deviant	standard	0.26	0.7394036894036894	roc_auc
deviant	standard	0.26166666666666666	0.7756515444015444	roc_auc
deviant	standard	0.2633333333333333	0.7509169884169884	roc_auc
deviant	standard	0.265	0.7007990132990133	roc_auc
deviant	standard	0.26666666666666666	0.6857276919776919	roc_auc
deviant	standard	0.2683333333333333	0.7025150150150149	roc_auc
deviant	standard	0.27	0.7147281209781209	roc_auc
deviant	standard	0.27166666666666667	0.7083413770913771	roc_auc
deviant	standard	0.2733333333333333	0.7258982196482197	roc_auc
deviant	standard	0.275	0.7289628914628914	roc_auc
deviant	standard	0.27666666666666667	0.7063599313599312	roc_auc
deviant	standard	0.2783333333333333	0.723259867009867	roc_auc
deviant	standard	0.28	0.708266302016302	roc_auc
deviant	standard	0.2816666666666667	0.6638299013299013	roc_auc
deviant	standard	0.2833333333333333	0.7140738953238953	roc_auc
deviant	standard	0.285	0.7552418489918489	roc_auc
deviant	standard	0.2866666666666667	0.7447501072501074	roc_auc
deviant	standard	0.28833333333333333	0.7159668597168596	roc_auc
deviant	standard	0.29	0.6978067353067352	roc_auc
deviant	standard	0.2916666666666667	0.7135644573144573	roc_auc
deviant	standard	0.29333333333333333	0.763009438009438	roc_auc
deviant	standard	0.295	0.7580678893178894	roc_auc
deviant	standard	0.2966666666666667	0.7404735092235093	roc_auc
deviant	standard	0.29833333333333334	0.7132990132990132	roc_auc
deviant	standard	0.3	0.71369851994852	roc_auc
deviant	standard	0.3016666666666667	0.7628137065637066	roc_auc
deviant	standard	0.30333333333333334	0.7803008365508365	roc_auc
deviant	standard	0.305	0.7856311668811669	roc_auc
deviant	standard	0.30666666666666664	0.7505952380952381	roc_auc
deviant	standard	0.30833333333333335	0.7548208923208923	roc_auc
deviant	standard	0.31	0.8124383311883312	roc_auc
deviant	standard	0.31166666666666665	0.8298289360789359	roc_auc
deviant	standard	0.31333333333333335	0.7998364435864437	roc_auc
deviant	standard	0.315	0.744492706992707	roc_auc
deviant	standard	0.31666666666666665	0.7410633848133849	roc_auc
deviant	standard	0.31833333333333336	0.7137387387387388	roc_auc
deviant	standard	0.32	0.6970318532818534	roc_auc
deviant	standard	0.32166666666666666	0.6847731660231661	roc_auc
deviant	standard	0.3233333333333333	0.7048557486057485	roc_auc
deviant	standard	0.325	0.7390015015015015	roc_auc
deviant	standard	0.32666666666666666	0.7550219862719862	roc_auc
deviant	standard	0.3283333333333333	0.7654627842127841	roc_auc
deviant	standard	0.33	0.7235119047619047	roc_auc
deviant	standard	0.33166666666666667	0.6676024238524239	roc_auc
deviant	standard	0.3333333333333333	0.647962247962248	roc_auc
deviant	standard	0.335	0.6499115186615188	roc_auc
deviant	standard	0.33666666666666667	0.6395055770055771	roc_auc
deviant	standard	0.3383333333333333	0.6706724581724581	roc_auc
deviant	standard	0.34	0.6879209566709567	roc_auc
deviant	standard	0.3416666666666667	0.7269144144144144	roc_auc
deviant	standard	0.3433333333333333	0.7447098884598885	roc_auc
deviant	standard	0.345	0.7023273273273274	roc_auc
deviant	standard	0.3466666666666667	0.6680957743457744	roc_auc
deviant	standard	0.34833333333333333	0.6480668168168168	roc_auc
deviant	standard	0.35	0.7005040755040756	roc_auc
deviant	standard	0.3516666666666667	0.7652536465036464	roc_auc
deviant	standard	0.35333333333333333	0.7597731660231661	roc_auc
deviant	standard	0.355	0.7419401544401545	roc_auc
deviant	standard	0.3566666666666667	0.7320034320034321	roc_auc
deviant	standard	0.35833333333333334	0.6925166237666238	roc_auc
deviant	standard	0.36	0.7209003646503647	roc_auc
deviant	standard	0.3616666666666667	0.7439216001716001	roc_auc
deviant	standard	0.36333333333333334	0.7345238095238095	roc_auc
deviant	standard	0.365	0.6962328399828399	roc_auc
deviant	standard	0.36666666666666664	0.7173906048906049	roc_auc
deviant	standard	0.36833333333333335	0.7294562419562419	roc_auc
deviant	standard	0.37	0.7280271342771343	roc_auc
deviant	standard	0.37166666666666665	0.7066146503646504	roc_auc
deviant	standard	0.37333333333333335	0.7057995495495496	roc_auc
deviant	standard	0.375	0.72739703989704	roc_auc
deviant	standard	0.37666666666666665	0.7396181896181896	roc_auc
deviant	standard	0.37833333333333335	0.7738336550836551	roc_auc
deviant	standard	0.38	0.8209620334620334	roc_auc
deviant	standard	0.38166666666666665	0.8290513728013729	roc_auc
deviant	standard	0.38333333333333336	0.8355400042900042	roc_auc
deviant	standard	0.385	0.8213347275847276	roc_auc
deviant	standard	0.38666666666666666	0.8125134062634063	roc_auc
deviant	standard	0.3883333333333333	0.8046895109395109	roc_auc
deviant	standard	0.39	0.8009438009438009	roc_auc
deviant	standard	0.39166666666666666	0.804413341913342	roc_auc
deviant	standard	0.3933333333333333	0.7861271986271986	roc_auc
deviant	standard	0.395	0.7756247318747318	roc_auc
deviant	standard	0.39666666666666667	0.792583655083655	roc_auc
deviant	standard	0.3983333333333333	0.8177847490347491	roc_auc
deviant	standard	0.4	0.8235708923208923	roc_auc
deviant	standard	0.40166666666666667	0.8370575933075933	roc_auc
deviant	standard	0.4033333333333333	0.8073171385671387	roc_auc
deviant	standard	0.405	0.8170339982839984	roc_auc
deviant	standard	0.4066666666666667	0.8159025096525095	roc_auc
deviant	standard	0.4083333333333333	0.8463508151008151	roc_auc
deviant	standard	0.41	0.8311052123552123	roc_auc
deviant	standard	0.4116666666666667	0.8047404547404546	roc_auc
deviant	standard	0.41333333333333333	0.8089875589875589	roc_auc
deviant	standard	0.415	0.8432459244959244	roc_auc
deviant	standard	0.4166666666666667	0.8581081081081081	roc_auc
deviant	standard	0.41833333333333333	0.8759035821535821	roc_auc
deviant	standard	0.42	0.9026115401115401	roc_auc
deviant	standard	0.4216666666666667	0.8998578936078936	roc_auc
deviant	standard	0.42333333333333334	0.8783193908193908	roc_auc
deviant	standard	0.425	0.857459244959245	roc_auc
deviant	standard	0.4266666666666667	0.8641489703989704	roc_auc
deviant	standard	0.42833333333333334	0.8695892320892321	roc_auc
deviant	standard	0.43	0.8674683612183612	roc_auc
deviant	standard	0.43166666666666664	0.8758821321321321	roc_auc
deviant	standard	0.43333333333333335	0.8821884384384383	roc_auc
deviant	standard	0.435	0.8963588588588587	roc_auc
deviant	standard	0.43666666666666665	0.8818693693693694	roc_auc
deviant	standard	0.43833333333333335	0.8916720291720293	roc_auc
deviant	standard	0.44	0.8998310810810812	roc_auc
deviant	standard	0.44166666666666665	0.904190797940798	roc_auc
deviant	standard	0.44333333333333336	0.8894090519090521	roc_auc
deviant	standard	0.445	0.8531477906477907	roc_auc
deviant	standard	0.44666666666666666	0.8596766409266408	roc_auc
deviant	standard	0.4483333333333333	0.8584218146718146	roc_auc
deviant	standard	0.45	0.8539655727155726	roc_auc
deviant	standard	0.45166666666666666	0.8534668597168598	roc_auc
deviant	standard	0.4533333333333333	0.834274453024453	roc_auc
deviant	standard	0.455	0.8196669884169884	roc_auc
deviant	standard	0.45666666666666667	0.8380603818103818	roc_auc
deviant	standard	0.4583333333333333	0.8212140712140712	roc_auc
deviant	standard	0.46	0.7852343414843415	roc_auc
deviant	standard	0.46166666666666667	0.7346122908622907	roc_auc
deviant	standard	0.4633333333333333	0.6932164307164307	roc_auc
deviant	standard	0.465	0.7166639854139855	roc_auc
deviant	standard	0.4666666666666667	0.7352048477048477	roc_auc
deviant	standard	0.4683333333333333	0.7807137494637495	roc_auc
deviant	standard	0.47	0.8162215787215787	roc_auc
deviant	standard	0.4716666666666667	0.7913797726297727	roc_auc
deviant	standard	0.47333333333333333	0.7784346846846847	roc_auc
deviant	standard	0.475	0.8098777348777348	roc_auc
deviant	standard	0.4766666666666667	0.7998364435864437	roc_auc
deviant	standard	0.47833333333333333	0.7888111325611324	roc_auc
deviant	standard	0.48	0.7715545903045903	roc_auc
deviant	standard	0.4816666666666667	0.7356365293865293	roc_auc
deviant	standard	0.48333333333333334	0.702600815100815	roc_auc
deviant	standard	0.485	0.6930528743028742	roc_auc
deviant	standard	0.4866666666666667	0.7401034963534963	roc_auc
deviant	standard	0.48833333333333334	0.7776329901329901	roc_auc
deviant	standard	0.49	0.7694873444873445	roc_auc
deviant	standard	0.49166666666666664	0.7803142428142428	roc_auc
deviant	standard	0.49333333333333335	0.7904895967395967	roc_auc
deviant	standard	0.495	0.7960719648219647	roc_auc
deviant	standard	0.49666666666666665	0.7596283783783784	roc_auc
deviant	standard	0.49833333333333335	0.7565181252681253	roc_auc
deviant	standard	0.5	0.778343522093522	roc_auc
