cond_1	cond_2	time	mean_crossval_score	metric
Visual	Auditory	-0.19979521315838786	0.5894003737047733	roc_auc
Visual	Auditory	-0.19813025304873463	0.5866740275182606	roc_auc
Visual	Auditory	-0.1964652929390814	0.5786054017326312	roc_auc
Visual	Auditory	-0.19480033282942816	0.5736623067776457	roc_auc
Visual	Auditory	-0.19313537271977493	0.5656361474435196	roc_auc
Visual	Auditory	-0.1914704126101217	0.5442415491761509	roc_auc
Visual	Auditory	-0.18980545250046849	0.5273144216069305	roc_auc
Visual	Auditory	-0.18814049239081523	0.5162221844742653	roc_auc
Visual	Auditory	-0.186475532281162	0.5317394258535757	roc_auc
Visual	Auditory	-0.18481057217150879	0.5446832002717853	roc_auc
Visual	Auditory	-0.18314561206185553	0.565372855444199	roc_auc
Visual	Auditory	-0.1814806519522023	0.563487344997452	roc_auc
Visual	Auditory	-0.17981569184254909	0.5730338032953967	roc_auc
Visual	Auditory	-0.17815073173289583	0.5710803465262442	roc_auc
Visual	Auditory	-0.1764857716232426	0.5656361474435195	roc_auc
Visual	Auditory	-0.17482081151358939	0.5686937319517581	roc_auc
Visual	Auditory	-0.17315585140393616	0.5691099031764906	roc_auc
Visual	Auditory	-0.1714908912942829	0.574537115678614	roc_auc
Visual	Auditory	-0.16982593118462969	0.5755138440631901	roc_auc
Visual	Auditory	-0.16816097107497646	0.5845082384915916	roc_auc
Visual	Auditory	-0.1664960109653232	0.5918294547307628	roc_auc
Visual	Auditory	-0.16483105085566999	0.5868184134533718	roc_auc
Visual	Auditory	-0.16316609074601676	0.5667997282147104	roc_auc
Visual	Auditory	-0.16150113063636354	0.5516986580601325	roc_auc
Visual	Auditory	-0.1598361705267103	0.5468659758790555	roc_auc
Visual	Auditory	-0.15817121041705706	0.5220995413623237	roc_auc
Visual	Auditory	-0.15650625030740384	0.477756072702565	roc_auc
Visual	Auditory	-0.1548412901977506	0.4344148122982843	roc_auc
Visual	Auditory	-0.15317633008809736	0.43794802106335995	roc_auc
Visual	Auditory	-0.15151136997844414	0.46555970783081363	roc_auc
Visual	Auditory	-0.1498464098687909	0.4835230168167149	roc_auc
Visual	Auditory	-0.14818144975913766	0.4957363682690675	roc_auc
Visual	Auditory	-0.14651648964948444	0.5000934261933072	roc_auc
Visual	Auditory	-0.14485152953983121	0.4870222524205878	roc_auc
Visual	Auditory	-0.14318656943017796	0.4766859181246814	roc_auc
Visual	Auditory	-0.14152160932052474	0.47720400883302194	roc_auc
