cond_1	cond_2	time	mean_crossval_score	metric
Auditory/Right	Auditory/Left	-0.19979521315838786	0.5906122448979592	roc_auc
Auditory/Right	Auditory/Left	-0.19813025304873463	0.5698639455782313	roc_auc
Auditory/Right	Auditory/Left	-0.1964652929390814	0.562312925170068	roc_auc
Auditory/Right	Auditory/Left	-0.19480033282942816	0.5637414965986394	roc_auc
Auditory/Right	Auditory/Left	-0.19313537271977493	0.5821088435374149	roc_auc
Auditory/Right	Auditory/Left	-0.1914704126101217	0.5956462585034015	roc_auc
Auditory/Right	Auditory/Left	-0.18980545250046849	0.600204081632653	roc_auc
Auditory/Right	Auditory/Left	-0.18814049239081523	0.5984353741496597	roc_auc
Auditory/Right	Auditory/Left	-0.186475532281162	0.5816326530612245	roc_auc
Auditory/Right	Auditory/Left	-0.18481057217150879	0.5503401360544218	roc_auc
Auditory/Right	Auditory/Left	-0.18314561206185553	0.4956462585034013	roc_auc
Auditory/Right	Auditory/Left	-0.1814806519522023	0.463469387755102	roc_auc
Auditory/Right	Auditory/Left	-0.17981569184254909	0.48074829931972785	roc_auc
Auditory/Right	Auditory/Left	-0.17815073173289583	0.5122448979591836	roc_auc
Auditory/Right	Auditory/Left	-0.1764857716232426	0.5227891156462585	roc_auc
Auditory/Right	Auditory/Left	-0.17482081151358939	0.5315646258503401	roc_auc
Auditory/Right	Auditory/Left	-0.17315585140393616	0.5695238095238094	roc_auc
Auditory/Right	Auditory/Left	-0.1714908912942829	0.6120408163265306	roc_auc
Auditory/Right	Auditory/Left	-0.16982593118462969	0.6285034013605443	roc_auc
Auditory/Right	Auditory/Left	-0.16816097107497646	0.6244897959183674	roc_auc
Auditory/Right	Auditory/Left	-0.1664960109653232	0.6179591836734695	roc_auc
Auditory/Right	Auditory/Left	-0.16483105085566999	0.560952380952381	roc_auc
Auditory/Right	Auditory/Left	-0.16316609074601676	0.5014285714285714	roc_auc
Auditory/Right	Auditory/Left	-0.16150113063636354	0.46068027210884355	roc_auc
Auditory/Right	Auditory/Left	-0.1598361705267103	0.44224489795918365	roc_auc
Auditory/Right	Auditory/Left	-0.15817121041705706	0.46217687074829933	roc_auc
Auditory/Right	Auditory/Left	-0.15650625030740384	0.5199319727891157	roc_auc
Auditory/Right	Auditory/Left	-0.1548412901977506	0.5527210884353743	roc_auc
Auditory/Right	Auditory/Left	-0.15317633008809736	0.5670068027210884	roc_auc
Auditory/Right	Auditory/Left	-0.15151136997844414	0.5892517006802722	roc_auc
Auditory/Right	Auditory/Left	-0.1498464098687909	0.5772108843537416	roc_auc
Auditory/Right	Auditory/Left	-0.14818144975913766	0.5610204081632654	roc_auc
Auditory/Right	Auditory/Left	-0.14651648964948444	0.5748979591836735	roc_auc
Auditory/Right	Auditory/Left	-0.14485152953983121	0.6110884353741497	roc_auc
Auditory/Right	Auditory/Left	-0.14318656943017796	0.6515646258503401	roc_auc
Auditory/Right	Auditory/Left	-0.14152160932052474	0.6487074829931974	roc_auc
Auditory/Right	Auditory/Left	-0.13985664921087151	0.6578911564625851	roc_auc
Auditory/Right	Auditory/Left	-0.13819168910121826	0.6791836734693877	roc_auc
Auditory/Right	Auditory/Left	-0.13652672899156504	0.6763265306122449	roc_auc
Auditory/Right	Auditory/Left	-0.13486176888191181	0.6566666666666666	roc_auc
Auditory/Right	Auditory/Left	-0.1331968087722586	0.627142857142857	roc_auc
Auditory/Right	Auditory/Left	-0.13153184866260534	0.5609523809523809	roc_auc
Auditory/Right	Auditory/Left	-0.12986688855295211	0.534625850340136	roc_auc
Auditory/Right	Auditory/Left	-0.1282019284432989	0.5191156462585033	roc_auc
Auditory/Right	Auditory/Left	-0.12653696833364564	0.5182993197278911	roc_auc
Auditory/Right	Auditory/Left	-0.12487200822399241	0.5136054421768707	roc_auc
Auditory/Right	Auditory/Left	-0.12320704811433919	0.48462585034013606	roc_auc
Auditory/Right	Auditory/Left	-0.12154208800468595	0.4759183673469387	roc_auc
Auditory/Right	Auditory/Left	-0.11987712789503271	0.4953741496598639	roc_auc
Auditory/Right	Auditory/Left	-0.11821216778537949	0.4780272108843538	roc_auc
Auditory/Right	Auditory/Left	-0.11654720767572625	0.4778231292517007	roc_auc
Auditory/Right	Auditory/Left	-0.11488224756607303	0.4687755102040816	roc_auc
Auditory/Right	Auditory/Left	-0.11321728745641979	0.4479591836734693	roc_auc
Auditory/Right	Auditory/Left	-0.11155232734676655	0.46578231292517003	roc_auc
Auditory/Right	Auditory/Left	-0.10988736723711333	0.4892517006802722	roc_auc
Auditory/Right	Auditory/Left	-0.10822240712746009	0.4946938775510204	roc_auc
Auditory/Right	Auditory/Left	-0.10655744701780687	0.5229931972789115	roc_auc
Auditory/Right	Auditory/Left	-0.10489248690815363	0.5489795918367347	roc_auc
Auditory/Right	Auditory/Left	-0.10322752679850039	0.5789115646258504	roc_auc
Auditory/Right	Auditory/Left	-0.10156256668884717	0.571360544217687	roc_auc
Auditory/Right	Auditory/Left	-0.09989760657919393	0.5575510204081632	roc_auc
Auditory/Right	Auditory/Left	-0.0982326464695407	0.5516326530612246	roc_auc
Auditory/Right	Auditory/Left	-0.09656768635988747	0.548639455782313	roc_auc
Auditory/Right	Auditory/Left	-0.09490272625023424	0.5527891156462585	roc_auc
Auditory/Right	Auditory/Left	-0.093237766140581	0.5117687074829932	roc_auc
Auditory/Right	Auditory/Left	-0.09157280603092777	0.4781632653061224	roc_auc
Auditory/Right	Auditory/Left	-0.08990784592127454	0.44142857142857145	roc_auc
